čь̀rnъ	adj. o	b	čь̀rnъ 		Grammatical information: adj. o 	čь̀rnъ 
lěnъ	adj. o	c	Grammatical information:		Accent paradigm: c 	lěnъ 
lěnъ	adj. o	c	Old Church Slavic:	lěnъ	[adj o]	lěnъ 
lěnъ	adj. o	c	Russian:	ljánoj	[adj o]	lěnъ 
lěnъ	adj. o	c	Old Russian:	lěnъ	[adj o]	lěnъ 
lěnъ	adj. o	c	Czech:	líný	[adj o]	lěnъ 
lěnъ	adj. o	c	Old Czech:	léný	[adj o]	lěnъ 
lěnъ	adj. o	c	Old Polish:	leny	[adj o]	lěnъ 
lěnъ	adj. o	c	Serbo-Croatian:	lȉjen	[adj o]	lěnъ 
lěnъ	adj. o	c	Slovene:	lẹ̑n	[adj o]	lěnъ 
lěnъ	adj. o	c	Lithuanian:	lė́nas	[adj o]	lěnъ 
lěnъ	adj. o	c	Latvian:	lę̃ns	[adj o]	lěnъ 
lěnъ	adj. o	c	Other cognates:	lēnis	[adj]	lěnъ 
lěnь	f. i		lěnь 		Grammatical information: f. i 	lěnь 
lěnь	f. i		Church Slavic:	lěnь	[f i]	lěnь 
lěnь	f. i		Russian:	len'	[f i]	lěnь 
lěnь	f. i		Czech:	léň	[f i]	lěnь 
lěnь	f. i		Old Czech:	léň	[f i]	lěnь 
lěnь	f. i		Slovak:	lieň	[f i]	lěnь 
lěnь	f. i		Old Polish:	leń	[f i]	lěnь 
lěnь	f. i		Serbo-Croatian:	lȉjen	[m o]	lěnь 
lěnь	f. i		Slovene:	len	[m o]	lěnь 
lěnìvъ	adj.		lěnìvъ 		Grammatical information: adj. 	lěnìvъ 
lěnìvъ	adj.		Old Church Slavic:	lěnivъ	[adj o]	lěnìvъ 
lěnìvъ	adj.		Russian:	lenívyj	[adj o]	lěnìvъ 
lěnìvъ	adj.		Czech:	lenivý	[adj o]	lěnìvъ 
lěnìvъ	adj.		Slovak:	lenivý	[adj o]	lěnìvъ 
lěnìvъ	adj.		Polish:	leniwy	[adj o]	lěnìvъ 
lěnìvъ	adj.		Serbo-Croatian:	ljèniv	[adj o]	lěnìvъ 
lěnìvъ	adj.		Slovene:	lẹnìv	[adj o]	lěnìvъ 
lěnìvъ	adj.		Bulgarian:	lenív	[adj o]	lěnìvъ 
lěpiti	v.	b	lěpiti 		Grammatical information: v. 	lěpiti 
lěpiti	v.	b	Grammatical information:		Accent paradigm: b 	lěpiti 
lěpiti	v.	b	Old Church Slavic:	prilěpiti	[verb]	lěpiti 
lěpiti	v.	b	Russian:	lepít'	[verb]	lěpiti 
lěpiti	v.	b	Czech:	lepiti	[verb]	lěpiti 
lěpiti	v.	b	Slovak:	lepit'	[verb]	lěpiti 
lěpiti	v.	b	Polish:	lepić	[verb]	lěpiti 
lěpiti	v.	b	Serbo-Croatian:	lijèpiti	[verb]	lěpiti 
lěpiti	v.	b	Slovene:	lẹpíti	[verb]	lěpiti 
lěpiti	v.	b	Bulgarian:	lepjá	[verb]	lěpiti 
lěpiti	v.	b	Other cognates:	lepayati	[verb]	lěpiti 
lětь	f. i		lětь 		Grammatical information: f. i 	lětь 
lětь	f. i		Old Church Slavic:	lětь	[f i]	lětь 
lětь	f. i		Church Slavic:	lětь	[f i]	lětь 
lětь	f. i		Russian:	let'	[f i]	lětь 
lětь	f. i		Old Russian:	lětь	[f i]	lětь 
lětь	f. i		Other cognates:	letan	[verb]	lětь 
lěviti	v.		lěviti 		Grammatical information: v. 	lěviti 
lěviti	v.		Ukrainian:	leviti	[verb]	lěviti 
lěviti	v.		Czech:	leviti	[verb]	lěviti 
lěviti	v.		Serbo-Croatian:	léviti	[verb]	lěviti 
lěviti	v.		Lithuanian:	liáuti	[verb]	lěviti 
lěviti	v.		Latvian:	l̨aũt	[verb]	lěviti 
lěviti	v.		Old Prussian:	aulaūt	[verb]	lěviti 
lȇdъ	m. o(/u)	c	lȇdъ 		Grammatical information: m. o(/u) 	lȇdъ 
lȇdъ	m. o(/u)	c	Grammatical information:		Accent paradigm: c 	lȇdъ 
lȇdъ	m. o(/u)	c	Old Church Slavic:	ledъ	[m o]	lȇdъ 
lȇdъ	m. o(/u)	c	Russian:	lëd	[m o]	lȇdъ 
lȇdъ	m. o(/u)	c	Ukrainian:	lid	[m o]	lȇdъ 
lȇdъ	m. o(/u)	c	Czech:	led	[m o]	lȇdъ 
lȇdъ	m. o(/u)	c	Slovak:	l'ad	[m o]	lȇdъ 
lȇdъ	m. o(/u)	c	Polish:	lód	[m o]	lȇdъ 
lȇdъ	m. o(/u)	c	Upper Sorbian:	lód	[m o]	lȇdъ 
lȇdъ	m. o(/u)	c	Serbo-Croatian:	lȇd	[m o]	lȇdъ 
lȇdъ	m. o(/u)	c	Slovene:	lę̑d	[m o/u]	lȇdъ 
lȇdъ	m. o(/u)	c	Bulgarian:	led	[m o]	lȇdъ 
lȇdъ	m. o(/u)	c	Lithuanian:	lẽdas	[m o]	lȇdъ 
lȇdъ	m. o(/u)	c	Latvian:	lędus	[m u]	lȇdъ 
lę̀ga	f. ā	a	lę̀ga 		Grammatical information: f. ā 	lę̀ga 
lę̀ga	f. ā	a	Grammatical information:		Accent paradigm: a 	lę̀ga 
lę̀ga	f. ā	a	Russian:	ljága	[f ā]	lę̀ga 
lę̀ga	f. ā	a	Old Russian:	ljaga	[f ā]	lę̀ga 
lę̀ga	f. ā	a	Slovincian:	lëga	[f ā]	lę̀ga 
lę̀ga	f. ā	a	Lithuanian:	léngė	[f ē]	lę̀ga 
lęcati	v.		lękati; lęcati 		Grammatical information: v. 	lękati; lęcati 
lęcati	v.		Old Church Slavic:	lęčǫtъ	[3pl]	lękati; lęcati 
lęcati	v.		Russian:	ljakát'	[verb]	lękati; lęcati 
lęcati	v.		Czech:	lekati	[verb]	lękati; lęcati 
lęcati	v.		Old Czech:	léceti	[verb]	lękati; lęcati 
lęcati	v.		Polish:	lękać się	[verb]	lękati; lęcati 
lęcati	v.		Serbo-Croatian:	lécati se	[verb]	lękati; lęcati 
lęcati	v.		Slovene:	lę́cati	[verb]	lękati; lęcati 
lęcati	v.		Lithuanian:	leñkti	[verb]	lękati; lęcati 
lęcati	v.		Latvian:	lìekt	[verb]	lękati; lęcati 
lędvьja	n. io; f. iā		lędvьje; lędvьja 		Grammatical information: n. io; f. iā 	lędvьje; lędvьja 
lędvьja	n. io; f. iā		Old Church Slavic:	lędviję	[Nompf iā]	lędvьje; lędvьja 
lędvьja	n. io; f. iā		Church Slavic:	lędvije	[n io]	lędvьje; lędvьja 
lędvьja	n. io; f. iā		Russian:	ljádveja	[f jā]	lędvьje; lędvьja 
lędvьja	n. io; f. iā		Czech:	ledví	[n io]	lędvьje; lędvьja 
lędvьja	n. io; f. iā		Old Czech:	ledvie	[f iā]	lędvьje; lędvьja 
lędvьja	n. io; f. iā		Slovak:	l'advie	[n io]	lędvьje; lędvьja 
lędvьja	n. io; f. iā		Polish:	lędźwie	[Nompf iā]	lędvьje; lędvьja 
lędvьja	n. io; f. iā		Serbo-Croatian:	ledvija	[Nompn io]	lędvьje; lędvьja 
lędvьja	n. io; f. iā		Slovene:	lę́dija	[f jā]	lędvьje; lędvьja 
lędvьja	n. io; f. iā		Other cognates:	lumbus	[m]	lędvьje; lędvьja 
lędvьje	n. io; f. iā		lędvьje; lędvьja 		Grammatical information: n. io; f. iā 	lędvьje; lędvьja 
lędvьje	n. io; f. iā		Old Church Slavic:	lędviję	[Nompf iā]	lędvьje; lędvьja 
lędvьje	n. io; f. iā		Church Slavic:	lędvije	[n io]	lędvьje; lędvьja 
lędvьje	n. io; f. iā		Russian:	ljádveja	[f jā]	lędvьje; lędvьja 
lędvьje	n. io; f. iā		Czech:	ledví	[n io]	lędvьje; lędvьja 
lędvьje	n. io; f. iā		Old Czech:	ledvie	[f iā]	lędvьje; lędvьja 
lędvьje	n. io; f. iā		Slovak:	l'advie	[n io]	lędvьje; lędvьja 
lędvьje	n. io; f. iā		Polish:	lędźwie	[Nompf iā]	lędvьje; lędvьja 
lędvьje	n. io; f. iā		Serbo-Croatian:	ledvija	[Nompn io]	lędvьje; lędvьja 
lędvьje	n. io; f. iā		Slovene:	lę́dija	[f jā]	lędvьje; lędvьja 
lędvьje	n. io; f. iā		Other cognates:	lumbus	[m]	lędvьje; lędvьja 
lękъ	adj. o		lękъ 		Grammatical information: adj. o 	lękъ 
lękъ	adj. o		Russian:	ljákij	[adj o]	lękъ 
lękъ	adj. o		Latvian:	lìks	[verb]	lękъ 
lękati	v.		lękati; lęcati 		Grammatical information: v. 	lękati; lęcati 
lękati	v.		Old Church Slavic:	lęčǫtъ	[3pl]	lękati; lęcati 
lękati	v.		Russian:	ljakát'	[verb]	lękati; lęcati 
lękati	v.		Czech:	lekati	[verb]	lękati; lęcati 
lękati	v.		Old Czech:	léceti	[verb]	lękati; lęcati 
lękati	v.		Polish:	lękać się	[verb]	lękati; lęcati 
lękati	v.		Serbo-Croatian:	lécati se	[verb]	lękati; lęcati 
lękati	v.		Slovene:	lę́cati	[verb]	lękati; lęcati 
lękati	v.		Lithuanian:	leñkti	[verb]	lękati; lęcati 
lękati	v.		Latvian:	lìekt	[verb]	lękati; lęcati 
lękti	v.		lękti 		Grammatical information: v. 	lękti 
lękti	v.		Church Slavic:	lęšti	[verb]	lękti 
lękti	v.		Czech:	léci	[verb]	lękti 
lękti	v.		Upper Sorbian:	lac	[verb]	lękti 
lękti	v.		Lower Sorbian:	lěc	[verb]	lękti 
lękti	v.		Lithuanian:	leñkti	[verb]	lękti 
lękti	v.		Latvian:	lìekt	[verb]	lękti 
ledva	adv./conj.		ed(ъ)và; ledva 		Grammatical information: adv./conj. 	ed(ъ)và; ledva 
ledva	adv./conj.		Old Church Slavic:	jedъva	[adv/conj]	ed(ъ)và; ledva 
ledva	adv./conj.		Russian:	jedvá	[adv/conj]	ed(ъ)và; ledva 
ledva	adv./conj.		Old Russian:	odъva	[adv/conj]	ed(ъ)và; ledva 
ledva	adv./conj.		Czech:	jedva	[adv]	ed(ъ)và; ledva 
ledva	adv./conj.		Slovak:	ledva	[adv]	ed(ъ)và; ledva 
ledva	adv./conj.		Polish:	ledwo	[adv]	ed(ъ)và; ledva 
ledva	adv./conj.		Old Polish:	jedwo	[adv]	ed(ъ)và; ledva 
ledva	adv./conj.		Upper Sorbian:	lědma	[adv/conj]	ed(ъ)và; ledva 
ledva	adv./conj.		Serbo-Croatian:	jèdva	[adv]	ed(ъ)và; ledva 
ledva	adv./conj.		Slovene:	jèdva	[adv]	ed(ъ)và; ledva 
ledva	adv./conj.		Bulgarian:	edvá	[adv]	ed(ъ)và; ledva 
ledva	adv./conj.		Lithuanian:	võs	[adv]	ed(ъ)và; ledva 
legti	v.	a	legti 		Grammatical information: v. 	legti 
legti	v.	a	Grammatical information:		Accent paradigm: a 	legti 
legti	v.	a	Old Church Slavic:	lešti	[verb]	legti 
legti	v.	a	Russian:	leč'	[verb]	legti 
legti	v.	a	Old Russian:	leči	[verb]	legti 
legti	v.	a	Ukrainian:	ljagtý	[verb]	legti 
legti	v.	a	Czech:	léci	[verb]	legti 
legti	v.	a	Slovak:	l'äst'	[verb]	legti 
legti	v.	a	Polish:	lec	[verb]	legti 
legti	v.	a	Old Polish:	lec	[verb]	legti 
legti	v.	a	Serbo-Croatian:	lèći	[verb]	legti 
legti	v.	a	Slovene:	lę́či	[verb]	legti 
legti	v.	a	Other cognates:	λέχομαι	[verb]	legti 
lemešь	m. jo		lemešь; lemežь 		Grammatical information: m. jo 	lemešь; lemežь 
lemešь	m. jo		Old Church Slavic:	lemešь	[m jo]	lemešь; lemežь 
lemešь	m. jo		Russian:	lémeš	[m jo]	lemešь; lemežь 
lemešь	m. jo		Belorussian:	ljaméš	[m jo]	lemešь; lemežь 
lemešь	m. jo		Ukrainian:	lemíš	[m jo]	lemešь; lemežь 
lemešь	m. jo		Czech:	lemeš	[m jo]	lemešь; lemežь 
lemešь	m. jo		Slovak:	lemeš	[m jo]	lemešь; lemežь 
lemešь	m. jo		Polish:	lemiesz	[m jo]	lemešь; lemežь 
lemešь	m. jo		Old Polish:	lemiesz	[m jo]	lemešь; lemežь 
lemešь	m. jo		Slovincian:	lemješ	[m jo]	lemešь; lemežь 
lemešь	m. jo		Serbo-Croatian:	lèmeš	[m jo]	lemešь; lemežь 
lemešь	m. jo		Slovene:	lémeš	[m jo]	lemešь; lemežь 
lemešь	m. jo		Bulgarian:	leméž	[m jo]	lemešь; lemežь 
lemešь	m. jo		Macedonian:	leméš	[m jo]	lemešь; lemežь 
lemešь	m. jo		Lithuanian:	lẽmežis	[m io]	lemešь; lemežь 
lemešь	m. jo		Latvian:	lemesis	[io]	lemešь; lemežь 
lemežь	m. jo		lemešь; lemežь 		Grammatical information: m. jo 	lemešь; lemežь 
lemežь	m. jo		Old Church Slavic:	lemešь	[m jo]	lemešь; lemežь 
lemežь	m. jo		Russian:	lémeš	[m jo]	lemešь; lemežь 
lemežь	m. jo		Belorussian:	ljaméš	[m jo]	lemešь; lemežь 
lemežь	m. jo		Ukrainian:	lemíš	[m jo]	lemešь; lemežь 
lemežь	m. jo		Czech:	lemeš	[m jo]	lemešь; lemežь 
lemežь	m. jo		Slovak:	lemeš	[m jo]	lemešь; lemežь 
lemežь	m. jo		Polish:	lemiesz	[m jo]	lemešь; lemežь 
lemežь	m. jo		Old Polish:	lemiesz	[m jo]	lemešь; lemežь 
lemežь	m. jo		Slovincian:	lemješ	[m jo]	lemešь; lemežь 
lemežь	m. jo		Serbo-Croatian:	lèmeš	[m jo]	lemešь; lemežь 
lemežь	m. jo		Slovene:	lémeš	[m jo]	lemešь; lemežь 
lemežь	m. jo		Bulgarian:	leméž	[m jo]	lemešь; lemežь 
lemežь	m. jo		Macedonian:	leméš	[m jo]	lemešь; lemežь 
lemežь	m. jo		Lithuanian:	lẽmežis	[m io]	lemešь; lemežь 
lemežь	m. jo		Latvian:	lemesis	[io]	lemešь; lemežь 
lemexъ	m. o		lemexъ 		Grammatical information: m. o 	lemexъ 
lemexъ	m. o		Russian:	lémex	[m o]	lemexъ 
lemexъ	m. o		Old Russian:	lemexъ	[m o]	lemexъ 
lemexъ	m. o		Belorussian:	lémex	[m o]	lemexъ 
lemexъ	m. o		Czech:	lemech	[m o]	lemexъ 
lemexъ	m. o		Lithuanian:	lẽmežis	[m io]	lemexъ 
lemexъ	m. o		Latvian:	lemesis	[io]	lemexъ 
letěti	v.	c	letěti 		Grammatical information: v. 	letěti 
letěti	v.	c	Grammatical information:		Accent paradigm: c 	letěti 
letěti	v.	c	Old Church Slavic:	letěti	[verb]	letěti 
letěti	v.	c	Russian:	letét'	[verb]	letěti 
letěti	v.	c	Czech:	letěti	[verb]	letěti 
letěti	v.	c	Slovak:	letiet'	[verb]	letěti 
letěti	v.	c	Polish:	lecieć	[verb]	letěti 
letěti	v.	c	Serbo-Croatian:	lètjeti	[verb]	letěti 
letěti	v.	c	Slovene:	letẹ́ti	[verb]	letěti 
letěti	v.	c	Bulgarian:	letjá	[verb]	letěti 
letěti	v.	c	Lithuanian:	lė̃kti	[verb]	letěti 
letěti	v.	c	Latvian:	lèkt	[verb]	letěti 
letěti	v.	c	Other cognates:	lecken	[verb]	letěti 
lišiti	v.		lišiti 		Grammatical information: v. 	lišiti 
lišiti	v.		Old Church Slavic:	lišiti	[verb]	lišiti 
lišiti	v.		Russian:	lišít'	[verb]	lišiti 
lišiti	v.		Czech:	se	[verb]	lišiti 
lišiti	v.		Slovak:	líšit' sa	[verb]	lišiti 
lišiti	v.		Polish:	liszyć	[verb]	lišiti 
lišiti	v.		Old Polish:	liszyć się	[verb]	lišiti 
lišiti	v.		Serbo-Croatian:	líšit	[verb]	lišiti 
lìti	v.		lìti 		Grammatical information: v. 	lìti 
lìti	v.		Old Church Slavic:	-liti	[verb]	lìti 
lìti	v.		Russian:	lit	[verb]	lìti 
lìti	v.		Czech:	líti	[verb]	lìti 
lìti	v.		Old Polish:	lić	[verb]	lìti 
lìti	v.		Serbo-Croatian:	lȉti	[verb]	lìti 
lìti	v.		Slovene:	líti	[verb]	lìti 
lìti	v.		Bulgarian:	léja	[verb]	lìti 
lìti	v.		Lithuanian:	íeti	[verb]	lìti 
lìti	v.		Latvian:	liêt	[verb]	lìti 
lìti	v.		Old Prussian:	pralieton	[verb]	lìti 
lìti	v.		Other cognates:	λείβω	[verb]	lìti 
libъ	adj. o		libъ 		Grammatical information: adj. o 	libъ 
libъ	adj. o		Old Czech:	libí	[?]	libъ 
libъ	adj. o		Old Polish:	luby	[adj o]	libъ 
libъ	adj. o		Slovincian:	lëbḯ	[adj o]	libъ 
libъ	adj. o		Lithuanian:	láibas	[adj o]	libъ 
libavъ	adj. o		libavъ; liběvъ; libivъ; libovъ 		Grammatical information: adj. o 	libavъ; liběvъ; libivъ; libovъ 
libavъ	adj. o		Church Slavic:	libavъ	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libavъ	adj. o		Russian:	ljubávyj	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libavъ	adj. o		Belorussian:	ljubáva	[f ā]	libavъ; liběvъ; libivъ; libovъ 
libavъ	adj. o		Czech:	libový	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libavъ	adj. o		Old Czech:	liběvy	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libavъ	adj. o		Polish:	lubawy	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libavъ	adj. o		Slovincian:	lëbavï	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libavъ	adj. o		Serbo-Croatian:	lȉbav	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libavъ	adj. o		Lithuanian:	laibė́ti	[verb]	libavъ; liběvъ; libivъ; libovъ 
liběvъ	adj. o		libavъ; liběvъ; libivъ; libovъ 		Grammatical information: adj. o 	libavъ; liběvъ; libivъ; libovъ 
liběvъ	adj. o		Church Slavic:	libavъ	[adj o]	libavъ; liběvъ; libivъ; libovъ 
liběvъ	adj. o		Russian:	ljubávyj	[adj o]	libavъ; liběvъ; libivъ; libovъ 
liběvъ	adj. o		Belorussian:	ljubáva	[f ā]	libavъ; liběvъ; libivъ; libovъ 
liběvъ	adj. o		Czech:	libový	[adj o]	libavъ; liběvъ; libivъ; libovъ 
liběvъ	adj. o		Old Czech:	liběvy	[adj o]	libavъ; liběvъ; libivъ; libovъ 
liběvъ	adj. o		Polish:	lubawy	[adj o]	libavъ; liběvъ; libivъ; libovъ 
liběvъ	adj. o		Slovincian:	lëbavï	[adj o]	libavъ; liběvъ; libivъ; libovъ 
liběvъ	adj. o		Serbo-Croatian:	lȉbav	[adj o]	libavъ; liběvъ; libivъ; libovъ 
liběvъ	adj. o		Lithuanian:	laibė́ti	[verb]	libavъ; liběvъ; libivъ; libovъ 
libivъ	adj. o		libavъ; liběvъ; libivъ; libovъ 		Grammatical information: adj. o 	libavъ; liběvъ; libivъ; libovъ 
libivъ	adj. o		Church Slavic:	libavъ	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libivъ	adj. o		Russian:	ljubávyj	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libivъ	adj. o		Belorussian:	ljubáva	[f ā]	libavъ; liběvъ; libivъ; libovъ 
libivъ	adj. o		Czech:	libový	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libivъ	adj. o		Old Czech:	liběvy	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libivъ	adj. o		Polish:	lubawy	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libivъ	adj. o		Slovincian:	lëbavï	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libivъ	adj. o		Serbo-Croatian:	lȉbav	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libivъ	adj. o		Lithuanian:	laibė́ti	[verb]	libavъ; liběvъ; libivъ; libovъ 
libovъ	adj. o		libavъ; liběvъ; libivъ; libovъ 		Grammatical information: adj. o 	libavъ; liběvъ; libivъ; libovъ 
libovъ	adj. o		Church Slavic:	libavъ	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libovъ	adj. o		Russian:	ljubávyj	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libovъ	adj. o		Belorussian:	ljubáva	[f ā]	libavъ; liběvъ; libivъ; libovъ 
libovъ	adj. o		Czech:	libový	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libovъ	adj. o		Old Czech:	liběvy	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libovъ	adj. o		Polish:	lubawy	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libovъ	adj. o		Slovincian:	lëbavï	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libovъ	adj. o		Serbo-Croatian:	lȉbav	[adj o]	libavъ; liběvъ; libivъ; libovъ 
libovъ	adj. o		Lithuanian:	laibė́ti	[verb]	libavъ; liběvъ; libivъ; libovъ 
likъ	m. o		likъ 		Grammatical information: m. o 	likъ 
likъ	m. o		Old Church Slavic:	likъ	[m o]	likъ 
likъ	m. o		Russian:	lik	[m o]	likъ 
likъ	m. o		Polish:	lik	[m o]	likъ 
likъ	m. o		Other cognates:	laiks	[m]	likъ 
lisъ	m. o		lisъ 		Grammatical information: m. o 	lisъ 
lisъ	m. o		Old Church Slavic:	lisъ	[m o]	lisъ 
lisъ	m. o		Russian:	lis	[m o]	lisъ 
lisъ	m. o		Polish:	lis	[m o]	lisъ 
lisъ	m. o		Slovincian:	lȧ̃s	[m o]	lisъ 
lisъ	m. o		Serbo-Croatian:	lȋs	[m o]	lisъ 
lisъ	m. o		Slovene:	lìs	[m o]	lisъ 
lisa	f. ā		lisa 		Grammatical information: f. ā 	lisa 
lisa	f. ā		Russian:	lisá	[f ā]	lisa 
lisa	f. ā		Old Russian:	lisa	[f ā]	lisa 
lisa	f. ā		Belorussian:	lisá	[f ā]	lisa 
lisa	f. ā		Ukrainian:	lýsa	[f ā]	lisa 
lisa	f. ā		Old Czech:	lisa	[f ā]	lisa 
lisa	f. ā		Bulgarian:	lísa	[f ā]	lisa 
lisa	f. ā		Macedonian:	lisa	[f ā]	lisa 
lisìca	f. jā		lisìca 		Grammatical information: f. jā 	lisìca 
lisìca	f. jā		Church Slavic:	lisica	[f jā]	lisìca 
lisìca	f. jā		Russian:	lisíca	[f jā]	lisìca 
lisìca	f. jā		Belorussian:	lisá	[f ā]	lisìca 
lisìca	f. jā		Ukrainian:	lýsa	[f ā]	lisìca 
lisìca	f. jā		Old Czech:	lisa	[f ā]	lisìca 
lisìca	f. jā		Polish:	lisica	[f jā]	lisìca 
lisìca	f. jā		Slovincian:	läsȧ̃că	[f jā]	lisìca 
lisìca	f. jā		Polabian:	laisaićă	[f jā]	lisìca 
lisìca	f. jā		Serbo-Croatian:	lìsica	[f jā]	lisìca 
lisìca	f. jā		Slovene:	lisíca	[f jā]	lisìca 
lisìca	f. jā		Bulgarian:	lisíca	[f jā]	lisìca 
lisìca	f. jā		Macedonian:	lisica	[f jā]	lisìca 
lixъ	adj. o		lixъ 		Grammatical information: adj. o 	lixъ 
lixъ	adj. o		Old Church Slavic:	lixъ	[adj o]	lixъ 
lixъ	adj. o		Russian:	lixój	[adj o]	lixъ 
lixъ	adj. o		Czech:	lichý	[adj o]	lixъ 
lixъ	adj. o		Old Czech:	lichý	[adj o]	lixъ 
lixъ	adj. o		Slovak:	lichý 	[adj o]	lixъ 
lixъ	adj. o		Polish:	lichy	[adj o]	lixъ 
lixъ	adj. o		Old Polish:	lichy	[adj o]	lixъ 
lixъ	adj. o		Serbo-Croatian:	lȉh	[adj o]	lixъ 
lixъ	adj. o		Slovene:	lȋh	[adj o]	lixъ 
lixo	adv.		lixo		Grammatical information: adv. 	lixo
lixo	adv.		Old Church Slavic:	lixo	[adv/prep]	lixo
lixo	adv.		Russian:	líxo	[adv]	lixo
lixo	adv.		Ukrainian:	lýxo	[n o]	lixo
lixo	adv.		Polish:	licho	[adv]	lixo
lixo	adv.		Old Polish:	licho	[adv]	lixo
lixo	adv.		Serbo-Croatian:	lȋho	[adv]	lixo
lošь	adj. jo		lošь 		Grammatical information: adj. jo 	lošь 
lošь	adj. jo		Russian:	lóšij	[adj o]	lošь 
lošь	adj. jo		Serbo-Croatian:	lȍš	[adj o]	lošь 
lošь	adj. jo		Bulgarian:	loš	[adj o]	lošь 
lošь	adj. jo		Comments:	lasiws	[adj]	lošь 
lože	n. jo		lože 		Grammatical information: n. jo 	lože 
lože	n. jo		Old Church Slavic:	lože	[n jo]	lože 
lože	n. jo		Russian:	lóže	[n jo]	lože 
lože	n. jo		Czech:	lože	[n jo]	lože 
lože	n. jo		Old Czech:	lože	[n jo]	lože 
lože	n. jo		Polish:	ɫoże	[n jo]	lože 
lože	n. jo		Serbo-Croatian:	lȍže	[n jo]	lože 
lože	n. jo		Slovene:	lǫ́že	[n jo]	lože 
lože	n. jo		Bulgarian:	lóže	[n jo]	lože 
lože	n. jo		Other cognates:	λόχος	[m]	lože 
ložìti	v.	b	ložìti 		Grammatical information: v. 	ložìti 
ložìti	v.	b	Grammatical information:		Accent paradigm: b 	ložìti 
ložìti	v.	b	Church Slavic:	ložiti	[verb]	ložìti 
ložìti	v.	b	Russian:	ložít'sja	[verb]	ložìti 
ložìti	v.	b	Ukrainian:	ložýty	[verb]	ložìti 
ložìti	v.	b	Czech:	ložiti	[verb]	ložìti 
ložìti	v.	b	Slovak:	ložit'	[verb]	ložìti 
ložìti	v.	b	Polish:	ɫožyć	[verb]	ložìti 
ložìti	v.	b	Slovincian:	lùožĕc	[verb]	ložìti 
ložìti	v.	b	Lower Sorbian:	ɫožyś	[verb]	ložìti 
ložìti	v.	b	Serbo-Croatian:	lòžiti	[verb]	ložìti 
ložìti	v.	b	Slovene:	lóžiti	[verb]	ložìti 
ložìti	v.	b	Other cognates:	lagjan	[verb]	ložìti 
lȏgъ	m. o	c	lȏgъ 		Grammatical information: m. o 	lȏgъ 
lȏgъ	m. o	c	Grammatical information:		Accent paradigm: c 	lȏgъ 
lȏgъ	m. o	c	Russian:	log	[m o]	lȏgъ 
lȏgъ	m. o	c	Serbo-Croatian:	lȏg	[m o]	lȏgъ 
lȏgъ	m. o	c	Other cognates:	λόχος	[m]	lȏgъ 
lȏjь	m. jo	c	lȏjь 		Grammatical information: m. jo 	lȏjь 
lȏjь	m. jo	c	Grammatical information:		Accent paradigm: c 	lȏjь 
lȏjь	m. jo	c	Church Slavic:	loi	[m jo]	lȏjь 
lȏjь	m. jo	c	Czech:	lu̥j	[m jo]	lȏjь 
lȏjь	m. jo	c	Slovak:	loj	[m jo]	lȏjь 
lȏjь	m. jo	c	Polish:	ɫój	[m jo]	lȏjь 
lȏjь	m. jo	c	Serbo-Croatian:	lȏj	[m jo]	lȏjь 
lȏjь	m. jo	c	Slovene:	lọ̑j	[m jo]	lȏjь 
lȏjь	m. jo	c	Bulgarian:	loj	[m jo]	lȏjь 
lȏvъ	m. o	c	lȏvъ 		Grammatical information: m. o 	lȏvъ 
lȏvъ	m. o	c	Grammatical information:		Accent paradigm: c 	lȏvъ 
lȏvъ	m. o	c	Old Church Slavic:	lovъ	[m o]	lȏvъ 
lȏvъ	m. o	c	Russian:	lov	[m o]	lȏvъ 
lȏvъ	m. o	c	Czech:	lov	[m o]	lȏvъ 
lȏvъ	m. o	c	Slovak:	lov	[m o]	lȏvъ 
lȏvъ	m. o	c	Polish:	ɫów	[m o]	lȏvъ 
lȏvъ	m. o	c	Serbo-Croatian:	lȏv	[m o]	lȏvъ 
lȏvъ	m. o	c	Slovene:	lòv	[m o]	lȏvъ 
lȏvъ	m. o	c	Bulgarian:	lov	[m o]	lȏvъ 
lǫčьje	n. io		lǫčьje 		Grammatical information: n. io 	lǫčьje 
lǫčьje	n. io		Church Slavic:	lǫčije	[n io]	lǫčьje 
