oklam	[ˈoklam]
nakouknutí	[ˈnakou̯knuciː]
nákres	[ˈnaːkrɛs]
nakreslit	[ˈnakrɛslɪt]
nákup	[ˈnaːkup]
nákupní	[ˈnaːkupɲiː]
nákupní středisko	[naːkupɲiː str̝̊ɛɟɪsko]
nakupování	[ˈnakupovaːɲiː]
nakupovat	/ˈnakupovat/
nálad	/ˈnaːlat/
nálada	[ˈnaːlada]
naladit	[ˈnalaɟɪt]
náladový	[ˈnaːladoviː]
náledí	[ˈnaːlɛɟiː]
naléhavost	[ˈnalɛːɦavost]
naléhavý	[ˈnalɛːɦaviː]
naléhavě	[ˈnalɛːɦavjɛ]
nalepit	[ˈnalɛpɪt]
nálepka	[ˈnaːlɛpka]
nálepkování	[ˈnaːlɛpkovaːɲiː]
nálepkovat	[ˈnaːlɛpkovat]
nalepovat	[ˈnalɛpovat]
nálet	[ˈnaːlɛt]
nález	/ˈnaːlɛs/
nalézat	[ˈnalɛːzat]
nalezen	[ˈnalɛzɛn]
nalezenec	[ˈnalɛzɛnɛt͡s]
naleznout	[ˈnalɛznou̯t]
nalézt	[ˈnalɛːst]
náležet	[ˈnaːlɛʒɛt]
nalodit	[ˈnaloɟɪt]
naložit	[ˈnaloʒɪt]
nám	/naːm/
námaha	[ˈnaːmaɦa]
namáhavý	[ˈnamaːɦaviː]
namakanec	[ˈnamakanɛt͡s]
namazat	[ˈnamazat]
namazat si někoho na chleba	[namazat sɪ ɲɛkoɦo na xlɛba]
námi	[ˈnaːmɪ]
Namibie	[ˈnamɪbɪjɛ]
Namibijec	[ˈnamɪbɪjɛt͡s]
namibijský	[ˈnamɪbɪjskiː]
namísto	[ˈnamiːsto]
namítat	[ˈnamiːtat]
námitka	[ˈnaːmɪtka]
namítnout	[ˈnamiːtnou̯t]
namlouvat	[ˈnamlou̯vat]
namluvit	[ˈnamluvɪt]
námluvy	[ˈnaːmluvɪ]
namnoze	[ˈnamnozɛ]
namočit	[ˈnamot͡ʃɪt]
námořní	[ˈnaːmor̝ɲiː]
námořní míle	[naːmor̝ɲiː miːlɛ]
námořnictvo	[ˈnaːmor̝ɲɪt͡stvo]
námořník	[ˈnaːmor̝ɲiːk]
námraza	[ˈnaːmraza]
namydlený	[ˈnamɪdlɛniː]
namydlit	[ˈnamɪdlɪt]
namyšlenost	/ˈnamɪʃlɛnɔst/
namyšlený	[ˈnamɪʃlɛniː]
naměkko	[ˈnamɲɛko]
náměsíčnost	[ˈnaːmɲɛsiːt͡ʃnost]
náměstí	/naːmɲɛsciː/
náměstíčko	/ˈnaːmɲɛsciːt͡ʃko/
námět	[ˈnaːmɲɛt]
kochaly	[ˈkoxalɪ]
kochalo	[ˈkoxalo]
kochala	[ˈkoxala]
kochal	[ˈkoxal]
vítány	[ˈviːtaːnɪ]
vítaly	[ˈviːtalɪ]
vítali	[ˈviːtalɪ]
vítalo	[ˈviːtalo]
vítala	[ˈviːtala]
vítal	[ˈviːtal]
poháre	[ˈpoɦaːrɛ]
chobotnice	[ˈxobotɲɪt͡sɛ]
zápěstí	[ˈzaːpjɛsciː]
metrosexuál	[ˈmɛtrosɛksuaːl]
hodně štěstí!	[ɦodɲɛ ʃcɛsciː]
dobrou noc	[dobrou̯ not͡s]
děkuji	[ˈɟɛkujɪ]
babička	/ˈbabɪt͡ʃka/
Kolumbie	[ˈkolumbɪjɛ]
Kolik je hodin?	[kolɪk jɛ ɦoɟɪn]
nandej	[naŋdɛj]
nanejvýš	[ˈnanɛjviːʃ]
naneštěstí	[ˈnanɛʃcɛsciː]
nanosekunda	[ˈnanosɛkunda]
nanuk	[ˈnanuk]
naolejovat	[ˈnaolɛjovat]
naopak	[ˈnaopak]
nápad	[ˈnaːpat]
napadat	[ˈnapadat]
napadení	[ˈnapadɛɲiː]
nápadník	[ˈnaːpadɲiːk]
napadnout	[ˈnapadnou̯t]
nápadný	[ˈnaːpadniː]
nápadně	[ˈnaːpadɲɛ]
nápadněji	[ˈnaːpadɲɛjɪ]
nápadnější	[ˈnaːpadɲɛjʃiː]
napájet	[ˈnapaːjɛt]
napálit	[ˈnapaːlɪt]
naparfémovat	[ˈnaparfɛːmovat]
napasovat	[ˈnapasovat]
napínavý	[ˈnapiːnaviː]
nápis	[ˈnaːpɪs]
napiš	[ˈnapɪʃ]
napjatý	[ˈnapjatiː]
naplácat	[ˈnaplaːt͡sat]
náplast	[ˈnaːplast]
naplavenina	[ˈnaplavɛɲɪna]
naplavit	[ˈnaplavɪt]
naplavovat	[ˈnaplavovat]
náplavový	[ˈnaːplavoviː]
naplnit	[ˈnapl̩ɲɪt]
naplnění	[ˈnapl̩ɲɛɲiː]
náplň	[ˈnaːpl̩ɲ]
naplňovat	[ˈnapl̩ɲovat]
napnout	[ˈnapnou̯t]
nápodoba	[ˈnaːpodoba]
napodobení	[ˈnapodobɛɲiː]
napodobenina	[ˈnapodobɛɲɪna]
napodobit	[ˈnapodobɪt]
nápodobně	[ˈnaːpodobɲɛ]
napodobovat	[ˈnapodobovat]
nápoj	[ˈnaːpoj]
napojit	[ˈnapojɪt]
Napoleon	[ˈnapolɛon]
Napoleone	[ˈnapolɛonɛ]
Napoleonem	[ˈnapolɛonɛm]
Napoleoni	[ˈnapolɛoɲɪ]
napoleonský	[ˈnapolɛonskiː]
napoleonský komplex	[napolɛonskiː komplɛks]
Napoleonův	[ˈnapolɛonuːf]
napomáhat	[ˈnapomaːɦat]
napomenout	[ˈnapomɛnou̯t]
napomenutí	[ˈnapomɛnuciː]
napomínat	[ˈnapomiːnat]
naposledy	/ˈnaposlɛdɪ/
napovídat	[ˈnapoviːdat]
nápověda	[ˈnaːpovjɛda]
napovědět	[ˈnapovjɛɟɛt]
náprava	[ˈnaːprava]
napravit	[ˈnapravɪt]
nápravné zařízení	[naːpravnɛː zar̝iːzɛɲiː]
naprogramovat	[ˈnaproɡramovat]
naprosto	[ˈnaprosto]
naprostý	[ˈnaprostiː]
naproti	/ˈnaprocɪ/
náprstek	[ˈnaːpr̩stɛk]
napsat	[ˈnapsat]
napsav	[ˈnapsaf]
napětí	[ˈnapjɛciː]
například	/napr̝̊iːklat/
napříč	[ˈnapr̝̊iːt͡ʃ]
narace	[ˈnarat͡sɛ]
náramek	[ˈnaːramɛk]
náramkové hodinky	[naːramkovɛː ɦoɟɪŋkɪ]
narativní	[ˈnaratɪvɲiː]
naraz	[Ëˆnaras]
náraz	[ˈnaːras]
narazí	[ˈnaraziː]
narazit	[ˈnarazɪt]
nárazník	/ˈnaːrazɲiːk/
narážet	[ˈnaraːʒɛt]
narážka	[ˈnaraːʃka]
narcis	/ˈnart͡sɪs/
Narcis	[ˈnart͡sɪs]
narkomanka	[ˈnarkomaŋka]
národ	[ˈnaːrot]
narodit	/ˈnaroɟɪt/
národní	[ˈnaːrodɲiː]
národní obrození	[naːrodɲiː obrozɛɲiː]
národnost	[ˈnaːrodnost]
nárok	[ˈnaːrok]
nárokovat	[ˈnaːrokovat]
narovnat	[ˈnarovnat]
narozdíl	[ˈnarozɟiːl]
narozdíl od	[narozɟiːl ot]
narození	[ˈnarozɛɲiː]
narozeninám	[ˈnarozɛɲɪnaːm]
narozeniny	/ˈnarozɛɲɪnɪ/
narozky	[ˈnaroskɪ]
náročný	[ˈnaːrot͡ʃniː]
nárt	[ˈnaːrt]
naruby	[ˈnarubɪ]
nárůdek	[ˈnaːruːdɛk]
nárůst	[ˈnaːruːst]
narušení	[ˈnaruʃɛɲiː]
narušovat	[ˈnaruʃovat]
narval	[ˈnarval]
narvalí	[ˈnarvaliː]
narvat	/ˈnarvat/
nárys	[ˈnaːrɪs]
narýsování	[ˈnariːsovaːɲiː]
narýsovat	[ˈnariːsovat]
nás	[ˈnaːs]
násada	[ˈnaːsada]
nasadit	[ˈnasaɟɪt]
nasazení	[ˈnasazɛɲiː]
násep	[ˈnaːsɛp]
nashle	[ˈnazɦlɛ]
nashledanou	[ˈnazɦlɛdanou̯]
násilí	[ˈnaːsɪliː]
násilník	[ˈnaːsɪlɲiːk]
násilnit	[ˈnaːsɪlɲɪt]
násilný	[ˈnaːsɪlniː]
následek	[ˈnaːslɛdɛk]
následník	[ˈnaːslɛdɲiːk]
následně	[ˈnaːslɛdɲɛ]
následovat	[ˈnaːslɛdovat]
následovník	[ˈnaːslɛdovɲiːk]
následovně	[ˈnaːslɛdovɲɛ]
následující	[ˈnaːslɛdujiːt͡siː]
naslouchám	[ˈnaslou̯xaːm]
naslouchat	[ˈnaslou̯xat]
nasměrovat	[ˈnasm̩ɲɛrovat]
nasnadě	[ˈnasnaɟɛ]
nasnídat	[ˈnasɲiːdat]
násobek	[ˈnaːsobɛk]
násobení	[ˈnaːsobɛɲiː]
násobit	[ˈnaːsobɪt]
násoska	[ˈnaːsoska]
nasraný	[ˈnasraniː]
nasrat	[ˈnasrat]
nastávat	[ˈnastaːvat]
nastavení	/ˈnastaˌvɛɲiː/
nastavený	[ˈnastavɛniː]
nastavený čas	[nastavɛniː t͡ʃas]
nastavit	[ˈnastavɪt]
nastínit	[ˈnasciːɲɪt]
nastoupit	/ˈnastou̯pɪt/
nástroj	/ˈnaːstroj/
nástrojař	[ˈnaːstrojar̝̊]
nástrojář	[ˈnaːstrojaːr̝̊]
nástup	[ˈnaːstup]
nástupce	[ˈnaːstupt͡sɛ]
nástupiště	/ˈnaːstupɪʃcɛ/
nástupkyně	[ˈnaːstupkɪɲɛ]
nastupovat	/ˈnastupovat/
nástěnka	[ˈnaːscɛŋka]
nástěnkář	[ˈnaːscɛŋkaːr̝̊]
nasvědčovat	[ˈnasvjɛt͡ʃovat]
nasypat	[ˈnasɪpat]
natáhnout	[ˈnataːɦnou̯t]
natahovat	[ˈnataɦovat]
Natálie	[ˈnataːlɪjɛ]
Natálka	[ˈnataːlka]
Nataša	[ˈnataʃa]
Natašin	[ˈnataʃɪn]
natírat	[ˈnaciːrat]
natolik	[ˈnatolɪk]
natož	[ˈnatoʃ]
natrhnout někomu sako	[natr̩ɦnou̯t ɲɛkomu sako]
nátura	[ˈnaːtura]
natvrdlý	[ˈnatvr̩dliː]
natvrdo	[ˈnatvr̩do]
-natý	[ˈnatiː]
nátělník	[ˈnaːcɛlɲiːk]
nátěr	[ˈnaːcɛr]
natřít	[ˈnatr̝̊iːt]
naučit	/ˈnaut͡ʃɪt/
náušnice	[ˈnaːuʃɲɪt͡sɛ]
navazovat	[ˈnavazovat]
náves	[ˈnaːvɛs]
navíc	[ˈnaviːt͡s]
navigace	[ˈnavɪɡat͡sɛ]
navigátor	[ˈnavɪɡaːtor]
navlhčit	[ˈnavl̩xt͡ʃɪt]
návnada	[ˈnaːvnada]
návod	[ˈnaːvot]
navonět	[ˈnavoɲɛt]
návrat	[ˈnaːvrat]
Navrátil	[ˈnavraːcɪl]
Navrátilová	[ˈnavraːcɪlovaː]
navrátit	[ˈnavraːcɪt]
návratnost	[ˈnaːvratnost]
návrh	[ˈnaːvr̩x]
návrhář	[ˈnaːvr̩ɦaːr̝̊]
navrhnout	[ˈnavr̩ɦnou̯t]
navrhovat	[ˈnavr̩ɦovat]
návrhový vzor	[naːvr̩ɦoviː vzor]
návsí	[ˈnaːfsiː]
návyk	[ˈnaːvɪk]
kochaly	[ˈkoxalɪ]
kochalo	[ˈkoxalo]
kochala	[ˈkoxala]
kochal	[ˈkoxal]
vítány	[ˈviːtaːnɪ]
vítaly	[ˈviːtalɪ]
vítali	[ˈviːtalɪ]
vítalo	[ˈviːtalo]
vítala	[ˈviːtala]
vítal	[ˈviːtal]
poháre	[ˈpoɦaːrɛ]
chobotnice	[ˈxobotɲɪt͡sɛ]
zápěstí	[ˈzaːpjɛsciː]
metrosexuál	[ˈmɛtrosɛksuaːl]
hodně štěstí!	[ɦodɲɛ ʃcɛsciː]
dobrou noc	[dobrou̯ not͡s]
děkuji	[ˈɟɛkujɪ]
babička	/ˈbabɪt͡ʃka/
Kolumbie	[ˈkolumbɪjɛ]
Kolik je hodin?	[kolɪk jɛ ɦoɟɪn]
návykový	[ˈnaːvɪkoviː]
navzájem	/navzaːjɛm/
navzdory	/ˈnavzdorɪ/
navěky	[ˈnavjɛkɪ]
návěs	[ˈnaːvjɛs]
návěští	[ˈnaːvjɛʃciː]
navštívit	/ˈnavʃciːvɪt/
návštěva	[ˈnaːfʃcɛva]
návštěvní kniha	[naːfʃcɛvɲiː kɲɪɦa]
návštěvník	[ˈnaːfʃcɛvɲiːk]
navštěvovat	/ˈnavʃcɛvovat/
navždy	/ˈnavʒdɪ/
nazální	[ˈnazaːlɲiː]
Nazaret	[ˈnazarɛt]
nazdar	[ˈnazdar]
nazdařbůh	[ˈnazdar̝buːx]
název	[ˈnaːzɛf]
nazí	[ˈnaziː]
nazkoušet	[ˈnaskou̯ʃɛt]
náznak	[ˈnaːznak]
naznačit	[ˈnaznat͡ʃɪt]
naznačovat	[ˈnaznat͡ʃovat]
názor	/ˈnaːzor/
názoru	/ˈnaːzoru/
nazpaměť	[ˈnaspamɲɛc]
nazpátek	[ˈnaspaːtɛk]
nazpět	[ˈnaspjɛt]
názvosloví	[ˈnaːzvosloviː]
nazývat	[ˈnaziːvat]
načasování	[ˈnat͡ʃasovaːɲiː]
načasovat	[ˈnat͡ʃasovat]
načechrat	[ˈnat͡ʃɛxrat]
náčelník	[ˈnaːt͡ʃɛlɲiːk]
náčelníkův	[ˈnaːt͡ʃɛlɲiːkuːf]
načíst	[ˈnat͡ʃiːst]
náčrt	[ˈnaːt͡ʃr̩t]
načrtnout	[ˈnat͡ʃr̩tnou̯t]
Naďa	[ˈnaɟa]
nářadí	[ˈnaːr̝aɟiː]
nářek	[ˈnaːr̝ɛk]
nářečí	[ˈnaːr̝ɛt͡ʃiː]
nářeční	[ˈnaːr̝ɛt͡ʃɲiː]
nařídit	[ˈnar̝iːɟɪt]
nařízení	[ˈnar̝iːzɛɲiː]
nařizovat	[ˈnar̝ɪzovat]
nařknout	[ˈnar̝̊knou̯t]
	/naːʃ/
naše	/naʃɛ/
našed	/ˈnaʃɛt/
našedši	/naʃɛtʃɪ/
našeho letopočtu	[naʃɛɦo lɛtopot͡ʃtu]
našeptávání	[ˈnaʃɛptaːvaːɲiː]
naštvaný	/ˈnaʃtvaniː/
naštvat	[ˈnaʃtvat]
naštěstí	[ˈnaʃcɛsciː]
nať	[ˈnac]
naživu	[ˈnaʒɪvu]
-né	[ˈnɛː]
ne	[ˈnɛ]
nealkoholický	[ˈnɛalkoɦolɪt͡skiː]
neandertálec	[ˈnɛandr̩taːlɛt͡s]
neandertálský	[ˈnɛandr̩taːlskiː]
neandrtálec	[ˈnɛandr̩taːlɛt͡s]
neandrtálský	[ˈnɛandr̩taːlskiː]
Neapol	/ˈnɛ.a.pol/
Neapolec	[ˈnɛapolɛt͡s]
Neapolitán	[ˈnɛapolɪtaːn]
Neapolitánec	[ˈnɛapolɪtaːnɛt͡s]
neapolský	[ˈnɛapolskiː]
neb	[ˈnɛp]
nebe	/ˈnɛbɛ/
nebem	[ˈnɛbɛm]
nebes	[ˈnɛbɛs]
nebesa	[ˈnɛbɛsa]
nebeské těleso	[nɛbɛskɛː cɛlɛso]
nebeský	[ˈnɛbɛskiː]
nebezpečí	/ˈnɛbɛsˌpɛtʃiː/
nebezpečný	/ˈnɛbɛspɛt͡ʃniː/
nebi	[ˈnɛbɪ]
nebí	[ˈnɛbiː]
nebích	[ˈnɛbiːx]
nebím	[ˈnɛbiːm]
nebo	/ˈnɛbo/
nebohý	[ˈnɛboɦiː]
nebojácnost	[ˈnɛbojaːt͡snost]
nebojácný	[ˈnɛbojaːt͡sniː]
neboli	[ˈnɛbolɪ]
nebolí	[ˈnɛboliː]
nebozez	[ˈnɛbozɛs]
neboť	[ˈnɛboc]
nebožka	[ˈnɛboʃka]
nebožtík	/nɛbɔʃciːk/
nebude	[ˈnɛbudɛ]
nebuď zvědavej, budeš brzo starej	[nɛbuc zvjɛdavɛj budɛʃ br̩zo starɛj]
nebýt	[ˈnɛbiːt]
neběžet	[ˈnɛbjɛʒɛt]
necestovat	[ˈnɛt͡sɛstovat]
nech	/ˈnɛx/
nechá	[ˈnɛxaː]
nechají	[ˈnɛxajiː]
nechal	[ˈnɛxal]
nechala	[ˈnɛxala]
nechali	[ˈnɛxalɪ]
nechalo	[ˈnɛxalo]
nechaly	[ˈnɛxalɪ]
nechám	[ˈnɛxaːm]
necháme	[ˈnɛxaːmɛ]
nechán	[ˈnɛxaːn]
nechána	[ˈnɛxaːna]
necháni	[ˈnɛxaːɲɪ]
necháno	[ˈnɛxaːno]
nechány	[ˈnɛxaːnɪ]
nechat	/ˈnɛxat/
nechat být	[nɛxat biːt]
nechat na holičkách	[nɛxat na ɦolɪt͡ʃkaːx]
nechat na pokoji	[nɛxat na pokojɪ]
nechat ve štychu	[nɛxat vɛ ʃtɪxu]
necháte	[ˈnɛxaːtɛ]
nechávat	/ˈnɛxaːvat/
necháš	[ˈnɛxaːʃ]
nechej	[ˈnɛxɛj]
nechodit	[ˈnɛxoɟɪt]
nechráněný	[ˈnɛxraːɲɛniː]
nechtít	/ˈnɛxciːt/
nechtě	[ˈnɛxcɛ]
nechtěný	[ˈnɛxcɛniː]
nechtěně	[ˈnɛxcɛɲɛ]
nechutný	[ˈnɛxutniː]
nechvalně známý	[nɛxvalɲɛ znaːmiː]
nechť	[ˈnɛxc]
Necidová	[ˈnɛt͡sɪdovaː]
necitlivý	[ˈnɛt͡sɪtlɪviː]
nedávno	[ˈnɛdaːvno]
nedbale	[ˈnɛdbalɛ]
nedbalost	[ˈnɛdbalost]
nedbalý	[ˈnɛdbaliː]
nedefinovaný	[ˈnɛdɛfɪnovaniː]
nedefinovatelnost	[ˈnɛdɛfɪnovatɛlnost]
nedefinovatelný	[ˈnɛdɛfɪnovatɛlniː]
nedobytný	[ˈnɛdobɪtniː]
nedocenitelný	[ˈnɛdot͡sɛɲɪtɛlniː]
nedokonalost	[ˈnɛdokonalost]
nedokonalý	[ˈnɛdokonaliː]
nedokonavý	[ˈnɛdokonaviː]
nedokonavý vid	[nɛdokonaviː vɪt]
nedokončený	[ˈnɛdokont͡ʃɛniː]
nedorozumění	[ˈnɛdorozumɲɛɲiː]
nedosažitelný	[ˈnɛdosaʒɪtɛlniː]
nedospělý	[ˈnɛdospjɛliː]
nedostatek	/ˈnɛdostatɛk/
nedostatečnost	[ˈnɛdostatɛt͡ʃnost]
nedostatečný	[ˈnɛdostatɛt͡ʃniː]
nedostatečně	/ˈnɛdɔstatɛtʃˌɲɛ/
nedostupnost	[ˈnɛdostupnost]
nedostupný	[ˈnɛdostupniː]
nedočkat	[ˈnɛdot͡ʃkat]
nedočkavost	[ˈnɛdot͡ʃkavost]
nedočkavý	[ˈnɛdot͡ʃkaviː]
nedůležitý	[ˈnɛduːlɛʒɪtiː]
nedůvěra	[ˈnɛduːvjɛra]
nedůvěryhodný	[ˈnɛduːvjɛrɪɦodniː]
nedůvěřivý	[ˈnɛduːvjɛr̝ɪviː]
nedůvěřovat	[ˈnɛduːvjɛr̝ovat]
Nedvěd	[ˈnɛdvjɛt]
nedvěd	[ˈnɛdvjɛt]
neděl	[ˈnɛɟɛl]
neděle	[ˈnɛɟɛlɛ]
neděli	[ˈnɛɟɛlɪ]
nedělí	[ˈnɛɟɛliː]
nedělní	[ˈnɛɟɛlɲiː]
neetický	[ˈnɛɛtɪt͡skiː]
neexistující	[ˈnɛɛksɪstujiːt͡siː]
nefachčenko	[ˈnɛfaxt͡ʃɛŋko]
nefér	[ˈnɛfɛːr]
neformální	[ˈnɛformaːlɲiː]
nefunkční požadavek	[nɛfuŋkt͡ʃɲiː poʒadavɛk]
negace	[ˈnɛɡat͡sɛ]
negativ	[ˈnɛɡatɪf]
negativní	[ˈnɛɡatɪvɲiː]
negativně	[ˈnɛɡatɪvɲɛ]
negativně binomické rozdělení	[nɛɡatɪvɲɛ bɪnomɪt͡skɛː rozɟɛlɛɲiː]
negativum	[ˈnɛɡatɪvum]
negovat	[ˈnɛɡovat]
negramotnost	[ˈnɛɡramotnost]
negramotný	[ˈnɛɡramotniː]
nehmotný	[ˈnɛɦmotniː]
nehoda	/ˈnɛɦoda/
nehodný	[ˈnɛɦodniː]
nehořlavost	[ˈnɛɦor̝lavost]
nehořlavý	[ˈnɛɦor̝laviː]
nehumánní	[ˈnɛɦumaːɲiː]
nehybný	[ˈnɛɦɪbniː]
nejasný	[ˈnɛjasniː]
nejbezstarostněji	[ˈnɛjbɛstarostɲɛjɪ]
nejbližší	[ˈnɛjblɪʃiː]
nejdobráčtěji	[ˈnɛjdobraːt͡ʃcɛjɪ]
nejdobráčtější	[ˈnɛjdobraːt͡ʃcɛjʃiː]
nejdostatečněji	[ˈnɛjdostatɛt͡ʃɲɛjɪ]
nejdražší	[ˈnɛjdraʃiː]
nejdrzeji	[ˈnɛjdr̩zɛjɪ]
kochaly	[ˈkoxalɪ]
kochalo	[ˈkoxalo]
kochala	[ˈkoxala]
kochal	[ˈkoxal]
vítány	[ˈviːtaːnɪ]
vítaly	[ˈviːtalɪ]
vítali	[ˈviːtalɪ]
vítalo	[ˈviːtalo]
vítala	[ˈviːtala]
vítal	[ˈviːtal]
poháre	[ˈpoɦaːrɛ]
chobotnice	[ˈxobotɲɪt͡sɛ]
zápěstí	[ˈzaːpjɛsciː]
metrosexuál	[ˈmɛtrosɛksuaːl]
hodně štěstí!	[ɦodɲɛ ʃcɛsciː]
dobrou noc	[dobrou̯ not͡s]
děkuji	[ˈɟɛkujɪ]
babička	/ˈbabɪt͡ʃka/
Kolumbie	[ˈkolumbɪjɛ]
Kolik je hodin?	[kolɪk jɛ ɦoɟɪn]
nejdrzejší	[ˈnɛjdr̩zɛjʃiː]
nejdůvěřivější	[ˈnɛjduːvjɛr̝ɪvjɛjʃiː]
nejdříve	[ˈnɛjdr̝iːvɛ]
nejede	[ˈnɛjɛdɛ]
nejedlý	[ˈnɛjɛdliː]
nejedovatý	[ˈnɛjɛdovatiː]
nejen	[ˈnɛjɛn]
nejet	[ˈnɛjɛt]
nejhašteřivěji	[ˈnɛjɦaʃtɛr̝ɪvjɛjɪ]
nejhezčí	[ˈnɛjɦɛst͡ʃiː]
nejhorší	[ˈnɛjɦorʃiː]
nejistota	[ˈnɛjɪstota]
nejistý	[ˈnɛjɪstiː]
nejít	[ˈnɛjiːt]
nejít někomu něco pod fousy	[nɛjiːt ɲɛkomu ɲɛt͡so pot fou̯sɪ]
nejít někomu něco pod vousy	[nɛjiːt ɲɛkomu ɲɛt͡so pot vou̯sɪ]
nejjasněji	[ˈnɛjasɲɛjɪ]
nejkrásněji	[ˈnɛjkraːsɲɛjɪ]
nejkrušnější	[ˈnɛjkrʊʃɲɛjʃiː]
nejlehčí	[ˈnɛjlɛxt͡ʃiː]
nejlépe	[ˈnɛjlɛːpɛ]
nejlepší	/ˈnɛjlɛpˌʃiː/
nejlepší inspirace je termín	[nɛjlɛpʃiː ɪnspɪrat͡sɛ jɛ tɛrmiːn]
nejlevnější	[ˈnɛjlɛvɲɛjʃiː]
nejlibovolněji	[ˈnɛjlɪbovolɲɛjɪ]
nejlíp	[ˈnɛjliːp]
nejlišáčtější	/ˈnɛjlɪʃaːt͡ʃcɛjʃiː/
nejlogičtější	[ˈnɛjloɡɪt͡ʃcɛjʃiː]
nejlstivější	/ˈnɛjlscɪvjɛjʃiː/
nejmazanější	/ˈnɛjmazaɲɛjʃiː/
nejméně	[ˈnɛjmɛːɲɛ]
nejmenší	[ˈnɛjmɛnʃiː]
nejmoudřejší	[ˈnɛjmou̯dr̝ɛjʃiː]
nejnápadněji	[ˈnɛjnaːpadɲɛjɪ]
nejnápadnější	[ˈnɛjnaːpadɲɛjʃiː]
nejnenápadnější	[ˈnɛjnɛnaːpadɲɛjʃiː]
nejnerozvážněji	[ˈnɛjnɛrozvaːʒɲɛjɪ]
nejneslyšněji	[ˈnɛjnɛslɪʃɲɛjɪ]
nejnestydatěji	[ˈnɛjnɛstɪdacɛjɪ]
nejnestydatější	[ˈnɛjnɛstɪdacɛjʃiː]
nejneúnavněji	[ˈnɛjnɛuːnavɲɛjɪ]
nejneúnavnější	[ˈnɛjnɛuːnavɲɛjʃiː]
nejnezávisleji	[ˈnɛjnɛzaːvɪslɛjɪ]
nejnižší	[ˈnɛjɲɪʃiː]
nejnovější	/ˈnɛjnovjɛjʃiː/
nejobecnější	/ˈnɛjobɛt͡sɲɛjʃiː/
nejplynuleji	[ˈnɛjplɪnulɛjɪ]
nejpodšitější	/ˈnɛjpotʃɪcɛjʃiː/
nejprohnanější	/ˈnɛjproɦnaɲɛjʃiː/
nejprve	[ˈnɛjpr̩vɛ]
nejraději	[ˈnɛjraɟɛjɪ]
nejrozvážnější	[ˈnɛjrozvaːʒɲɛjʃiː]
nejsametovější	/ˈnɛjsamɛtovjɛjʃiː/
nejstarší	[ˈnɛjstarʃiː]
nejstarší řemeslo	[nɛjstarʃiː r̝ɛmɛslo]
nejtajemněji	[ˈnɛjtajɛmɲɛjɪ]
nejtajuplněji	[ˈnɛjtajupl̩ɲɛjɪ]
nejtajuplnější	[ˈnɛjtajupl̩ɲɛjʃiː]
nejtišeji	[ˈnɛjcɪʃɛjɪ]
nejtišší	[ˈnɛjcɪʃiː]
nejtěžší	[ˈnɛjcɛʃiː]
nejupřímněji	[ˈnɛjupr̝̊iːmɲɛjɪ]
nejvíce	[ˈnɛjviːt͡sɛ]
nejvýkonnější	[ˈnɛjviːkoɲɛjʃiː]
nejvýše	[ˈnɛjviːʃɛ]
nejvyšší	[ˈnɛjvɪʃiː]
největší	[ˈnɛjvjɛtʃiː]
nejzáhadněji	[ˈnɛjzaːɦadɲɛjɪ]
nejzdravější	[ˈnɛjzdravjɛjʃiː]
nejznámější	[ˈnɛjznaːmɲɛjʃiː]
nejčestněji	[ˈnɛjt͡ʃɛstɲɛjɪ]
neklidný	[ˈnɛklɪdniː]
nekompromisní	[ˈnɛkompromɪsɲiː]
nekonečno	[ˈnɛkonɛt͡ʃno]
nekonečnost	[ˈnɛkonɛt͡ʃnost]
nekonečný	/ˈnɛkonɛt͡ʃniː/
nekontroverzní	[ˈnɛkontrovɛrzɲiː]
nekonzistentní	[ˈnɛkonzɪstɛntɲiː]
nekrofilie	[ˈnɛkrofɪlɪjɛ]
nekrolog	[ˈnɛkrolok]
nekromancie	[ˈnɛkromant͡sɪjɛ]
nekropole	[ˈnɛkropolɛ]
nekuřák	[ˈnɛkur̝aːk]
nekuřačka	[ˈnɛkur̝at͡ʃka]
nekvést	[ˈnɛkvɛːst]
Nela	[ˈnɛla]
nelegálně	[ˈnɛlɛɡaːlɲɛ]
neletět	[ˈnɛlɛcɛt]
nelibost	[ˈnɛlɪbost]
nelidský	[ˈnɛlɪtskiː]
Nelin	[ˈnɛlɪn]
Nelinka	[ˈnɛlɪŋka]
nemakačenko	[ˈnɛmakat͡ʃɛŋko]
nemám	[ˈnɛmaːm]
nemanželský	[ˈnɛmanʒɛlskiː]
nemehlo	[ˈnɛmɛɦlo]
nemilosrdný	[ˈnɛmɪlosr̩dniː]
nemilosrdně	[ˈnɛmɪlosr̩dɲɛ]
nemít	/ˈnɛmiːt/
nemít nejmenší tušení	[nɛmiːt nɛjmɛnʃiː tuʃɛɲiː]
nemít páru	[nɛmiːt paːru]
nemít tucha	[nɛmiːt tuxa]
nemít tušení	[nɛmiːt tuʃɛɲiː]
nemít zdání	[nɛmiːt zdaːɲiː]
nemít šajn	[nɛmiːt ʃajn]
nemít šajnu	[nɛmiːt ʃajnu]
nemluvně	[ˈnɛmluvɲɛ]
nemluvě	/nɛmlʊvjɛ/
nemluvňátko	[ˈnɛmluvɲaːtko]
nemoc	[ˈnɛmot͡s]
nemoc šílených krav	[nɛmot͡s ʃiːlɛniːx kraf]
