метража́ми	metražámi	[mʲɪtrɐˈʐamʲɪ]
са́харная ва́та	sáxarnaja váta	[ˈsaxərnəjə ˈvatə]
преодоле́нии	preodolénii	[prʲɪədɐˈlʲenʲɪɪ]
общечелове́ческий	obščečelovéčeskij	[ɐpɕːɪt͡ɕɪlɐˈvʲet͡ɕɪskʲɪj]
зна́мений	známenij	[ˈznamʲɪnʲɪj]
поуча́ете	poučájete	[pəʊˈt͡ɕæ(j)ɪtʲe]
переска́зана	pereskázana	[pʲɪrʲɪˈskazənə]
переключе́нию	pereključéniju	[pʲɪrʲɪklʲʉˈt͡ɕenʲɪjʊ]
обезгла́вливая	obezglávlivaja	[ɐbʲɪzˈɡlavlʲɪvəjə]
укры́вши	ukrývši	[ʊˈkrɨfʂɨ]
обтека́й	obtekáj	[ɐptʲɪˈkaj]
изготовля́ет	izgotovljájet	[ɪzɡətɐˈvlʲæ(j)ɪt]
ку́рточках	kúrtočkax	[ˈkurtət͡ɕkəx]
спеши́м	speším	[spʲɪˈʂɨm]
переска́занные	pereskázannyje	[pʲɪrʲɪˈskazən(ː)ɨje]
отбеги́	otbegí	[ɐdbʲɪˈɡʲi]
жу́к-носоро́г	žúk-nosoróg	[ˈʐuk nəsɐˈrok]
гербици́д	gerbicíd	[ɡʲɪrbʲɪˈt͡sɨt]
вреза́йтесь	vrezájtesʹ	[vrʲɪˈzajtʲɪsʲ]
благода́рностях	blagodárnostjax	[bləɡɐˈdarnəsʲtʲəx]
эполе́т	epolét	[ɪpɐˈlʲet]
переска́занною	pereskázannoju	[pʲɪrʲɪˈskazən(ː)əjʊ]
любо́вник	ljubóvnik	[lʲʊˈbovnʲɪk]
Карача́ево-Черке́сия	Karačájevo-Čerkésija	[kərɐˈt͡ɕæ(j)ɪvə t͡ɕɪrˈkʲesʲɪjə]
отпочко́вываться	otpočkóvyvatʹsja	[ɐtpɐt͡ɕˈkovɨvət͡sə]
элимини́рованием	eliminírovanijem	[ɪlʲɪmʲɪˈnʲirəvənʲɪ(j)ɪm]
шпик	špik	[ʂpʲik]
Карача́ево-Черке́сия	Karačájevo-Čerkésija	[kərɐˈt͡ɕæ(j)ɪvə t͡ɕɪrˈkʲesʲɪjə]
смиря́ют	smirjájut	[smʲɪˈrʲæjʊt]
ка́пнет	kápnet	[ˈkapnʲɪt]
изгоня́л	izgonjál	[ɪzɡɐˈnʲal]
спосо́бствуешь	sposóbstvuješʹ	[spɐˈsopstvʊ(j)ɪʂ]
сто́почке	stópočke	[ˈstopət͡ɕkʲe]
верту́шка	vertúška	[vʲɪrˈtuʂkə]
ублажи́ла	ublažíla	[ʊblɐˈʐɨlə]
подъе́дет	podʺjédet	[pɐdˈjedʲɪt]
восклица́тельный зна́к	vosklicátelʹnyj znák	[vəsklʲɪˈt͡satʲɪlʲnɨj ˈznak]
Карача́ево-Черке́сия	Karačájevo-Čerkésija	[kərɐˈt͡ɕæ(j)ɪvə t͡ɕɪrˈkʲesʲɪjə]
наби́в	nabív	[nɐˈbʲif]
политсове́тах	politsovétax	[pɐˌlʲit͡ssɐˈvʲetəx]
труби́ло	trubílo	[trʊˈbʲilə]
сла́зивши	slázivši	[ˈslazʲɪfʂɨ]
сельде́й под шу́бой	selʹdéj pod šúboj	[sʲɪlʲˈdʲej pɐt͡ʂ‿ˈʂubəj]
са́харная ва́та	sáxarnaja váta	[ˈsaxərnəjə ˈvatə]
бура́в	buráv	[bʊˈraf]
зави́сеть	zavísetʹ	[zɐˈvʲisʲɪtʲ]
выводи́лся	vyvodílsja	[vɨvɐˈdʲils⁽ʲ⁾ə]
автокра́там	avtokrátam	[ɐftɐˈkratəm]
загла́вные бу́квы	zaglávnyje búkvy	[zɐˈɡlavnɨje ˈbukvɨ]
видеофи́льмах	videofílʹmax	[ˌvʲidʲɪɐˈfʲilʲməx]
бараба́нному бо́ю	barabánnomu bóju	[bərɐˈbanːəmʊ ˈbojʊ]
недоста́точны	nedostátočny	[nʲɪdɐˈstatət͡ɕnɨ]
Карача́ево-Черке́сия	Karačájevo-Čerkésija	[kərɐˈt͡ɕæ(j)ɪvə t͡ɕɪrˈkʲesʲɪjə]
про́ка	próka	[ˈprokə]
свиде́тельству	svidételʹstvu	[svʲɪˈdʲetʲɪlʲstvʊ]
афори́зме	aforízme	[ɐfɐˈrʲizmʲe]
иконоста́сов	ikonostásov	[ɪkənɐˈstasəf]
дробь	drobʹ	[dropʲ]
вытесне́нием	vytesnénijem	[vɨtʲɪsʲˈnʲenʲɪ(j)ɪm]
морщи́нкою	morščínkoju	[mɐrˈɕːinkəjʊ]
са́харная ва́та	sáxarnaja váta	[ˈsaxərnəjə ˈvatə]
пода́гра	podágra	[pɐˈdaɡrə]
отрапортова́в	otraportováv	[ɐtrəpərtɐˈvaf]
эли́той	elítoj	[ɪˈlʲitəj]
загружа́л	zagružál	[zəɡrʊˈʐal]
ни́мфу	nímfu	[ˈnʲimfʊ]
баско́й	baskój	[bɐˈskoj]
клубка́м	klubkám	[klʊpˈkam]
абази́нок	abazínok	[ɐbɐˈzʲinək]
пере́чила	peréčila	[pʲɪˈrʲet͡ɕɪlə]
перева́ривала	perevárivala	[pʲɪrʲɪˈvarʲɪvələ]
мето́диками	metódikami	[mʲɪˈtodʲɪkəmʲɪ]
Карача́ево-Черке́сия	Karačájevo-Čerkésija	[kərɐˈt͡ɕæ(j)ɪvə t͡ɕɪrˈkʲesʲɪjə]
бразда́ми	brazdámi	[brɐzˈdamʲɪ]
вы́плюньте	výpljunʹte	[ˈvɨplʲʉnʲtʲe]
чихире́	čixiré	[t͡ɕɪxʲɪˈrʲe]
переска́занного	pereskázannovo	[pʲɪrʲɪˈskazən(ː)əvə]
разгиба́ются	razgibájutsja	[rəzɡʲɪˈbajʊt͡sə]
о́птикой	óptikoj	[ˈoptʲɪkəj]
перекати́вши	perekatívši	[pʲɪrʲɪkɐˈtʲifʂɨ]
запа́шут	zapášut	[zɐˈpaʂʊt]
ли́пнет	lípnet	[ˈlʲipnʲɪt]
снизойдём	snizojdjóm	[sʲnʲɪzɐjˈdʲɵm]
мартироло́гия	martirológija	[mərtʲɪrɐˈloɡʲɪjə]
нумера́циям	numerácijam	[nʊmʲɪˈrat͡sɨjəm]
апшеро́нкам	apšerónkam	[ɐpʂɨˈronkəm]
диспути́ровал	disputíroval	[dʲɪspʊˈtʲirəvəl]
уби́лась	ubílasʹ	[ʊˈbʲiləsʲ]
засту́пниками	zastúpnikami	[zɐˈstupnʲɪkəmʲɪ]
уразуме́ло	urazumélo	[ʊrəzʊˈmʲelə]
подо́ле	podóle	[pɐˈdolʲe]
пребу́дь	prebúdʹ	[prʲɪˈbutʲ]
пипе́тками	pipétkami	[pʲɪˈpʲetkəmʲɪ]
изоба́рой	izobároj	[ɪzɐˈbarəj]
паланки́нов	palankínov	[pəlɐnˈkʲinəf]
жук-оле́нь	žuk-olénʹ	[ˈʐuk ɐˈlʲenʲ]
оби́телью	obítelʹju	[ɐˈbʲitʲɪlʲjʊ]
наве́рчивали	navérčivali	[nɐˈvʲert͡ɕɪvəlʲɪ]
прошива́ть	prošivátʹ	[prəʂɨˈvatʲ]
отклоня́ли	otklonjáli	[ɐtklɐˈnʲælʲɪ]
выла́мывав	vylámyvav	[vɨˈlamɨvəf]
глади́льням	gladílʹnjam	[ɡlɐˈdʲilʲnʲəm]
переса́живавший	peresáživavšij	[pʲɪrʲɪˈsaʐɨvəfʂɨj]
ме́сячно	mésjačno	[ˈmʲesʲɪt͡ɕnə]
вы́читаете	výčitajete	[ˈvɨt͡ɕɪtə(j)ɪtʲe]
рекордсме́не	rekordsméne	[rʲɪkɐrt͡sˈmʲenʲe]
айва́м	ajvám	[ɐjˈvam]
соло́док	solódok	[sɐˈlodək]
потреби́телях	potrebíteljax	[pətrʲɪˈbʲitʲɪlʲəx]
полуста́нки	polustánki	[pəlʊˈstankʲɪ]
дози́ровала	dozírovala	[dɐˈzʲirəvələ]
зажги́сь	zažgísʹ	[zɐʐˈɡʲisʲ]
то́чке с запято́й	tóčke s zapjatój	[ˈtot͡ɕkʲe z‿zəpʲɪˈtoj]
бра́во	brávo	[ˈbravə]
медоно́сная пчела́	medonósnaja pčelá	[mʲɪdɐˈnosnəjə pt͡ɕɪˈla]
арменове́дение	armenovédenije	[ɐrmʲɪnɐˈvʲedʲɪnʲɪje]
ска́тывай	skátyvaj	[ˈskatɨvəj]
муру́ешь	murúješʹ	[mʊˈru(j)ɪʂ]
монта́жниками	montážnikami	[mɐnˈtaʐnʲɪkəmʲɪ]
вивисе́кциям	vivisékcijam	[vʲɪvʲɪˈsʲekt͡sɨjəm]
марина́дом	marinádom	[mərʲɪˈnadəm]
переска́занным	pereskázannym	[pʲɪrʲɪˈskazən(ː)ɨm]
имплемента́циями	implementácijami	[ɪmplʲɪmʲɪnˈtat͡sɨjəmʲɪ]
воссоздаду́т	vossozdadút	[vəsːəzdɐˈdut]
		
баско́й	baskój	[bɐˈskoj]
лижи́те	ližíte	[lʲɪˈʐɨtʲe]
разу́чивают	razúčivajut	[rɐˈzut͡ɕɪvəjʊt]
барха́ном	barxánom	[bɐrˈxanəm]
паланки́на	palankína	[pəlɐnˈkʲinə]
наси́льниках	nasílʹnikax	[nɐˈsʲilʲnʲɪkəx]
животе́	životé	[ʐɨvɐˈtʲe]
взра́щивавший	vzráščivavšij	[ˈvzraɕːɪvəfʂɨj]
обжа́в	obžáv	[ɐbˈʐaf]
серди́л	serdíl	[sʲɪrˈdʲil]
ставь	stavʹ	[stafʲ]
гороско́п	goroskóp	[ɡərɐˈskop]
мута́нтом	mutántom	[mʊˈtantəm]
обеспе́чиваем	obespéčivajem	[ɐbʲɪˈspʲet͡ɕɪvə(j)ɪm]
жу́к-носоро́г	žúk-nosoróg	[ˈʐuk nəsɐˈrok]
шах и ма́т	šax i mát	[ˈʂax i ˈmat]
старожи́ла	starožíla	[stərɐˈʐɨlə]
гербици́д	gerbicíd	[ɡʲɪrbʲɪˈt͡sɨt]
переска́занного	pereskázannovo	[pʲɪrʲɪˈskazən(ː)əvə]
отжига́ющий	otžigájuščij	[ɐd͡ʐʐɨˈɡajʉɕːɪj]
аза́нами	azánami	[ɐˈzanəmʲɪ]
спи́сывал	spísyval	[ˈspʲisɨvəl]
абстраги́рованиях	abstragírovanijax	[ɐpstrɐˈɡʲirəvənʲɪjəx]
зна́чив	znáčiv	[ˈznat͡ɕɪf]
жу́тиками	žútikami	[ˈʐutʲɪkəmʲɪ]
компромети́рований	komprometírovanij	[kəmprəmʲɪˈtʲirəvənʲɪj]
разгляде́ть	razgljadétʹ	[rəzɡlʲɪˈdʲetʲ]
обрабо́тается	obrabótajetsja	[ɐbrɐˈbotə(j)ɪt͡sə]
корректи́рует	korrektírujet	[kərʲɪkˈtʲirʊ(j)ɪt]
нерво́зный	nervóznyj	[nʲɪrˈvoznɨj]
шагре́невых ко́жах	šagrénevyx kóžax	[ʂɐˈɡrʲenʲɪvɨx ˈkoʐəx]
Луга́нская Наро́дная Респу́блика	Lugánskaja Naródnaja Respúblika	[lʊˈɡanskəjə nɐˈrodnəjə rʲɪˈspublʲɪkə]
инсти́нкты	instínkty	[ɪn⁽ʲ⁾ˈsʲtʲinktɨ]
а́бвером	ábvɛrom, ábverom	[ˈabvɨrəm]
оття́гиваемый	ottjágivajemyj	[ɐˈtʲːæɡʲɪvə(j)ɪmɨj]
антифаши́стах	antifašístax	[ˌanʲtʲɪfɐˈʂɨstəx]
бала́кает	balákajet	[bɐˈlakə(j)ɪt]
постесня́юсь	postesnjájusʹ	[pəsʲtʲɪsʲˈnʲæjʉsʲ]
соверше́нном ви́де	soveršénnom víde	[səvʲɪrˈʂɛnːəm ˈvʲidʲe]
аккомпани́ровало	akkompanírovalo	[ɐkəmpɐˈnʲirəvələ]
о́траслям	ótrasljam	[ˈotrəs⁽ʲ⁾lʲəm]
чебура́хнитесь	čeburáxnitesʹ	[t͡ɕɪbʊˈraxnʲɪtʲɪsʲ]
приступа́ете	pristupájete	[prʲɪstʊˈpa(j)ɪtʲe]
		
произраста́ем	proizrastájem	[prəɪzrɐˈsta(j)ɪm]
уве́домил	uvédomil	[ʊˈvʲedəmʲɪl]
вдыха́ете	vdyxájete	[vdɨˈxa(j)ɪtʲe]
просле́довав	proslédovav	[prɐs⁽ʲ⁾ˈlʲedəvəf]
Карача́ево-Черке́сия	Karačájevo-Čerkésija	[kərɐˈt͡ɕæ(j)ɪvə t͡ɕɪrˈkʲesʲɪjə]
аутса́йдерами	autsájdɛrami	[ɐʊt͡sˈsajdɨrəmʲɪ]
изгиба́йте	izgibájte	[ɪzɡʲɪˈbajtʲe]
звени́шь	zveníšʹ	[zvʲɪˈnʲiʂ]
переска́занным	pereskázannym	[pʲɪrʲɪˈskazən(ː)ɨm]
подчиня́лись	podčinjálisʹ	[pət͡ɕːɪˈnʲælʲɪsʲ]
переска́занных	pereskázannyx	[pʲɪrʲɪˈskazən(ː)ɨx]
годна́	godná	[ɡɐdˈna]
коси́лся	kosílsja	[kɐˈsʲils⁽ʲ⁾ə]
бо́ком	bókom	[ˈbokəm]
обустра́иваете	obustráivajete	[ɐbʊˈstraɪvə(j)ɪtʲe]
мота́ешься	motáješʹsja	[mɐˈta(j)ɪʂsʲə]
экипиро́вками	ekipiróvkami	[ɪkʲɪpʲɪˈrofkəmʲɪ]
переименова́вший	pereimenovávšij	[pʲɪrʲɪɪmʲɪnɐˈvafʂɨj]
озабо́чивай	ozabóčivaj	[ɐzɐˈbot͡ɕɪvəj]
перераста́ю	pererastáju	[pʲɪrʲɪrɐˈstajʊ]
надева́ет	nadevájet	[nədʲɪˈva(j)ɪt]
пошляка́ми	pošljakámi	[pəʂlʲɪˈkamʲɪ]
полони́т	polonít	[pəlɐˈnʲit]
вспы́шку	vspýšku	[ˈfspɨʂkʊ]
подорву́т	podorvút	[pədɐrˈvut]
милитари́зм	militarízm	[mʲɪlʲɪtɐˈrʲizm]
пересыла́ют	peresylájut	[pʲɪrʲɪsɨˈlajʊt]
пресле́дованием	preslédovanijem	[prʲɪs⁽ʲ⁾ˈlʲedəvənʲɪ(j)ɪm]
са́харная ва́та	sáxarnaja váta	[ˈsaxərnəjə ˈvatə]
басо́в	basóv	[bɐˈsof]
бешу́	bešú	[bʲɪˈʂu]
щу́рящийся	ščúrjaščijsja	[ˈɕːʉrʲɪɕːɪjsʲə]
выпа́ливают	vypálivajut	[vɨˈpalʲɪvəjʊt]
салфе́тка	salfétka	[sɐlˈfʲetkə]
безбо́жнику	bezbóžniku	[bʲɪzˈboʐnʲɪkʊ]
ертау́лов	jertaúlov	[(j)ɪrtɐˈuləf]
отбива́емся	otbivájemsja	[ɐdbʲɪˈva(j)ɪmsʲə]
спряга́вши	sprjagávši	[sprʲɪˈɡafʂɨ]
соотноси́л	sootnosíl	[sɐɐtnɐˈsʲil]
репресси́руй	repressíruj	[rʲɪprʲɪˈsʲirʊj]
улу́чшусь	ulúčšusʹ	[ʊˈlut͡ʂʂʊsʲ]
програ́мме-дополне́нии	prográmme-dopolnénii	[prɐˈɡramʲ(ː)e dəpɐlˈnʲenʲɪɪ]
самопоже́ртвования	samopožértvovanija	[səməpɐˈʐɛrtvəvənʲɪjə]
эндоско́пе	endoskópe	[ɪndɐˈskopʲe]
агресси́вности	agressívnosti, agrɛssívnosti	[ɐɡrʲɪˈsʲivnəsʲtʲɪ]
бара́хтаюсь	baráxtajusʹ	[bɐˈraxtəjʉsʲ]
моме́нта си́лы	moménta síly	[mɐˈmʲentə ˈsʲilɨ]
переска́занными	pereskázannymi	[pʲɪrʲɪˈskazən(ː)ɨmʲɪ]
ко́итусу	kóitusu	[ˈkoɪtʊsʊ]
лиша́йникам	lišájnikam	[lʲɪˈʂajnʲɪkəm]
пчелоя́дом	pčelojádom	[pt͡ɕɪlɐˈjadəm]
освяти́т	osvjatít	[ɐsvʲɪˈtʲit]
гамака́ми	gamakámi	[ɡəmɐˈkamʲɪ]
изворо́том	izvorótom	[ɪzvɐˈrotəm]
гусаки́	gusakí	[ɡʊsɐˈkʲi]
раска́тывавши	raskátyvavši	[rɐˈskatɨvəfʂɨ]
сно́сишь	snósišʹ	[ˈsnosʲɪʂ]
зашага́ем	zašagájem	[zəʂɐˈɡa(j)ɪm]
языка́м программи́рования	jazykám programmírovanija	[(j)ɪzɨˈkam prəɡrɐˈmʲirəvənʲɪjə]
прита́щит	pritáščit	[prʲɪˈtaɕːɪt]
амсле́нами	amslénami	[ɐms⁽ʲ⁾ˈlʲenəmʲɪ]
хорово́д	xorovód	[xərɐˈvot]
запоте́ют	zapotéjut	[zəpɐˈtʲejʊt]
жа́ждав	žáždav	[ˈʐaʐdəf]
		
отяжеле́ли	otjaželéli	[ɐtʲɪʐɨˈlʲelʲɪ]
каблука́х	kablukáx	[kəblʊˈkax]
до́зам	dózam	[ˈdozəm]
переска́занного	pereskázannovo	[pʲɪrʲɪˈskazən(ː)əvə]
апплика́нтках	applikántkax	[ɐplʲɪˈkantkəx]
прису́тствуешь	prisútstvuješʹ	[prʲɪˈsut͡stvʊ(j)ɪʂ]
выма́щивайте	vymáščivajte	[vɨˈmaɕːɪvəjtʲe]
бони́сты	bonísty	[bɐˈnʲistɨ]
переска́занного	pereskázannovo	[pʲɪrʲɪˈskazən(ː)əvə]
а́льфами	álʹfami	[ˈalʲfəmʲɪ]
кероси́нчиках	kerosínčikax	[kʲɪrɐˈsʲinʲt͡ɕɪkəx]
гро́хнешь	gróxnešʹ	[ˈɡroxnʲɪʂ]
руководи́ла	rukovodíla	[rʊkəvɐˈdʲilə]
си́ненькими	sínenʹkimi	[ˈsʲinʲɪnʲkʲɪmʲɪ]
прочти́те	pročtíte	[prɐt͡ɕˈtʲitʲe]
закля́тый враг	zakljátyj vrag	[zɐˈklʲatɨj ˈvrak]
переска́занной	pereskázannoj	[pʲɪrʲɪˈskazən(ː)əj]
подтя́гивав	podtjágivav	[pɐˈtʲːæɡʲɪvəf]
трясём	trjasjóm	[trʲɪˈsʲɵm]
оче́чнике	očéčnike	[ɐˈt͡ɕet͡ɕnʲɪkʲe]
переска́занным	pereskázannym	[pʲɪrʲɪˈskazən(ː)ɨm]
шара́хнешь	šaráxnešʹ	[ʂɐˈraxnʲɪʂ]
переска́занных	pereskázannyx	[pʲɪrʲɪˈskazən(ː)ɨx]
отбыла́	otbylá	[ɐdbɨˈla]
ла́сты	lásty	[ˈlastɨ]
антиква́р	antikvár	[ɐnʲtʲɪkˈvar]
		
меша́ясь	mešájasʹ	[mʲɪˈʂa(j)ɪsʲ]
копи́ровал	kopíroval	[kɐˈpʲirəvəl]
застра́ивают	zastráivajut	[zɐˈstraɪvəjʊt]
расши́ривши	rasšírivši	[rɐˈʂːɨrʲɪfʂɨ]
ро́здыхах	rózdyxax	[ˈrozdɨxəx]
алья́нсом	alʹjánsom	[ɐˈlʲjansəm]
махну́в	maxnúv	[mɐxˈnuf]
нело́вкость	nelóvkostʹ	[nʲɪˈlofkəsʲtʲ]
магм	magm	[maɡm]
покрови́тельствует	pokrovítelʹstvujet	[pəkrɐˈvʲitʲɪlʲstvʊ(j)ɪt]
зате́шемся	zatéšemsja	[zɐˈtʲeʂɨmsʲə]
анахоре́там	anaxorétam	[ɐnəxɐˈrʲetəm]
поразмышля́вший	porazmyšljávšij	[pərəzmɨʂˈlʲafʂɨj]
гроздя́х	grozdjáx	[ɡrɐzʲˈdʲax]
засло́нами	zaslónami	[zɐsˈlonəmʲɪ]
би́знес-пла́не	bíznɛs-pláne	[ˌbʲiznɨs ˈplanʲe]
перева́ривавший	perevárivavšij	[pʲɪrʲɪˈvarʲɪvəfʂɨj]
морски́е львы́	morskíje lʹvý	[mɐrˈskʲije ˈlʲvɨ]
апроба́циею	aprobácijeju	[ɐprɐˈbat͡sɨ(j)ɪjʊ]
смеша́ла	smešála	[smʲɪˈʂalə]
вышиба́лам	vyšibálam	[vɨʂɨˈbaləm]
нарабо́тайте	narabótajte	[nərɐˈbotəjtʲe]
церемо́ниях	ceremónijax	[t͡sɨrʲɪˈmonʲɪjəx]
отве́даешь	otvédaješʹ	[ɐtˈvʲedə(j)ɪʂ]
са́льсой	sálʹsoj	[ˈsalʲsəj]
жу́к-носоро́г	žúk-nosoróg	[ˈʐuk nəsɐˈrok]
самова́рчики	samovárčiki	[səmɐˈvart͡ɕɪkʲɪ]
штепселя́ми	štɛpseljámi	[ʂtɨpsʲɪˈlʲæmʲɪ]
сосе́дом	sosédom	[sɐˈsʲedəm]
дости́гнута	dostígnuta	[dɐˈsʲtʲiɡnʊtə]
антицикло́нов	anticiklónov	[ɐnʲtʲɪt͡sɨˈklonəf]
стёклышке	stjóklyške	[ˈsʲtʲɵklɨʂkʲe]
вокза́льный	vokzálʹnyj	[vɐɡˈzalʲnɨj]
покрови́тельствовала	pokrovítelʹstvovala	[pəkrɐˈvʲitʲɪlʲstvəvələ]
беду́	bedú	[bʲɪˈdu]
почерпни́те	počerpníte	[pət͡ɕɪrpˈnʲitʲe]
обожа́тельнице	obožátelʹnice	[ɐbɐˈʐatʲɪlʲnʲɪt͡sɨ]
табли́цы Менделе́ева	tablícy Mendeléjeva	[tɐˈblʲit͡sɨ mʲɪnʲdʲɪˈlʲe(j)ɪvə]
сбега́я	sbegája	[zbʲɪˈɡajə]
пти́чники	ptíčniki	[ˈptʲit͡ɕnʲɪkʲɪ]
попо́лненный	popólnennyj	[pɐˈpolnʲɪn(ː)ɨj]
тре́нерах	trénerax	[ˈtrʲenʲɪrəx]
Толя́н	Tolján	[tɐˈlʲan]
указа́тельные местоиме́ния	ukazátelʹnyje mestoiménija	[ʊkɐˈzatʲɪlʲnɨje mʲɪstəɪˈmʲenʲɪjə]
до́мом терпи́мости	dómom terpímosti	[ˈdoməm tʲɪrˈpʲiməsʲtʲɪ]
сверхтеку́честь	sverxtekúčestʹ	[ˌsvʲerxtʲɪˈkut͡ɕɪsʲtʲ]
субсиди́рованию	subsidírovaniju	[sʊpsʲɪˈdʲirəvənʲɪjʊ]
лисёнке	lisjónke	[lʲɪˈsʲɵnkʲe]
ня́ня	njánja	[ˈnʲænʲə]
отвеча́вший	otvečávšij	[ɐtvʲɪˈt͡ɕafʂɨj]
классифици́ровавши	klassificírovavši	[kləsʲɪfʲɪˈt͡sɨrəvəfʂɨ]
проли́вах	prolívax	[prɐˈlʲivəx]
заплета́ла	zapletála	[zəplʲɪˈtalə]
молотьба́	molotʹbá	[məlɐdʲˈba]
функциона́льный	funkcionálʹnyj	[fʊnkt͡sɨɐˈnalʲnɨj]
пе́шнею	péšneju	[ˈpʲeʂnʲɪjʊ]
безбо́жниками	bezbóžnikami	[bʲɪzˈboʐnʲɪkəmʲɪ]
возгора́йте	vozgorájte	[vəzɡɐˈrajtʲe]
обва́лишься	obválišʹsja	[ɐbˈvalʲɪʂsʲə]
трудолюби́вом	trudoljubívom	[trʊdəlʲʉˈbʲivəm]
подыха́ю	podyxáju	[pədɨˈxajʊ]
проистека́ю	proistekáju	[prəɪsʲtʲɪˈkajʊ]
кача́лся	kačálsja	[kɐˈt͡ɕals⁽ʲ⁾ə]
вы́сылкой	výsylkoj	[ˈvɨsɨlkəj]
схлопочи́те	sxlopočíte	[sxləpɐˈt͡ɕitʲe]
коррели́ровать	korrelírovatʹ	[kərʲɪˈlʲirəvətʲ]
вы́слушаешь	výslušaješʹ	[ˈvɨslʊʂə(j)ɪʂ]
заро́дыша	zaródyša	[zɐˈrodɨʂə]
бе́гать	bégatʹ	[ˈbʲeɡətʲ]
америка́нского языка́ же́стов	amerikánskovo jazyká žéstov	[ɐmʲɪrʲɪˈkanskəvə (j)ɪzɨˈka ˈʐɛstəf]
у́ксусом	úksusom	[ˈuksʊsəm]
определённостям	opredeljónnostjam	[ɐprʲɪdʲɪˈlʲɵnːəsʲtʲəm]
бив	biv	[bʲif]
ударя́емый	udarjájemyj	[ʊdɐˈrʲæ(j)ɪmɨj]
переска́занной	pereskázannoj	[pʲɪrʲɪˈskazən(ː)əj]
переска́занною	pereskázannoju	[pʲɪrʲɪˈskazən(ː)əjʊ]
но́жикам	nóžikam	[ˈnoʐɨkəm]
вы́мыв	výmyv	[ˈvɨmɨf]
антропоморфи́змам	antropomorfízmam	[ɐntrəpəmɐrˈfʲizməm]
пи́саный	písanyj	[ˈpʲisənɨj]
гарпуна́х	garpunáx	[ɡərpʊˈnax]
зае́зду	zajézdu	[zɐˈjezdʊ]
туале́тною водо́ю	tualétnoju vodóju	[tʊɐˈlʲetnəjʊ vɐˈdojʊ]
удостоверя́ется	udostoverjájetsja	[ʊdəstəvʲɪˈrʲæ(j)ɪt͡sə]
дожива́я	doživája	[dəʐɨˈvajə]
сгусти́лась	sgustílasʹ	[zɡʊˈsʲtʲiləsʲ]
состяза́йся	sostjazájsja	[səsʲtʲɪˈzajsʲə]
вкла́дывай	vkládyvaj	[ˈfkladɨvəj]
эрдельтерье́рами	erdɛlʹtɛrʹjérami	[ɪrdɨlʲtɨˈrʲjerəmʲɪ]
хоте́ньях	xoténʹjax	[xɐˈtʲenʲjəx]
эйфори́ею	ejforíjeju	[ɪjfɐˈrʲi(j)ɪjʊ]
содержа́вший	soderžávšij	[sədʲɪrˈʐafʂɨj]
переска́занным	pereskázannym	[pʲɪrʲɪˈskazən(ː)ɨm]
техне́циям	texnécijam	[tʲɪxˈnʲet͡sɨjəm]
пра́вильным многоуго́льником	právilʹnym mnogougólʹnikom	[ˈpravʲɪlʲnɨm mnəɡəʊˈɡolʲnʲɪkəm]
вздорожа́ют	vzdorožájut	[vzdərɐˈʐajʊt]
обо́ев	obójev	[ɐˈbo(j)ɪf]
жук-оле́нь	žuk-olénʹ	[ˈʐuk ɐˈlʲenʲ]
апперко́тов	apperkótov	[ɐpʲɪrˈkotəf]
кири́ллицей	kiríllicej	[kʲɪˈrʲilʲɪt͡sɨj]
блина́х	blináx	[blʲɪˈnax]
оживи́м	oživím	[ɐʐɨˈvʲim]
лю́дям разу́мным	ljúdjam razúmnym	[ˈlʲʉdʲəm rɐˈzumnɨm]
переболи́м	perebolím	[pʲɪrʲɪbɐˈlʲim]
усво́ить	usvóitʹ	[ʊsˈvoɪtʲ]
Пхенья́н	Pxenʹján	[pxʲɪˈnʲjan]
примыка́нию	primykániju	[prʲɪmɨˈkanʲɪjʊ]
бюре́ткою	bjurétkoju	[bʲʉˈrʲetkəjʊ]
отсо́сам	otsósam	[ɐt͡sˈsosəm]
развлека́вшийся	razvlekávšijsja	[rəzvlʲɪˈkafʂɨjsʲə]
планета́рий	planetárij	[plənʲɪˈtarʲɪj]
отпира́лось	otpirálosʹ	[ɐtpʲɪˈraləsʲ]
прима́чиваем	primáčivajem	[prʲɪˈmat͡ɕɪvə(j)ɪm]
запо́лнят	zapólnjat	[zɐˈpolnʲət]
достра́иваемся	dostráivajemsja	[dɐˈstraɪvə(j)ɪmsʲə]
тра́вим	trávim	[ˈtravʲɪm]
аблефаро́н	ablefarón	[ɐblʲɪfɐˈron]
пожа́луй	požáluj	[pɐˈʐalʊj]
крокоди́лу	krokodílu	[krəkɐˈdʲilʊ]
водопрово́дах	vodoprovódax	[vədəprɐˈvodəx]
шпик	špik	[ʂpʲik]
юбиле́йной	jubiléjnoj	[jʉbʲɪˈlʲejnəj]
а́урах	áurax	[ˈaʊrəx]
захмеле́ете	zaxmeléjete	[zəxmʲɪˈlʲe(j)ɪtʲe]
